essay,error,message,category,frase,comp1,url
783,PARONYM_CIENTIFICO_389,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"A utilização de ratos de laboratório é tradicional no meio cientifico , por ser de fácil reprodução, possuir bom tempo de vida entre gerações, e possuir algumas semelhanças morfológicas à morfologia humana, fazendo-os viáveis para a experimentação",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/beagles-as-unicas-vitimas.jhtm
821,ACCENTUATED_PARONYMS_DA,Nesta situação acentua-se a palavra.,CONFUSED_WORDS," Tal fato se da, pelo astro possuir disponibilidade de água e uma gravidade relativamente boa em comparação com outros planetas",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/custo-e-risco-alto.jhtm
821,CONFUSÃO_E_É,Substitua por “é”.,CONFUSED_WORDS,"Diante da referida realidade e importante enfatizar, que Marte  por esta próximo da Terra e por ter elementos que de forma geral possibilitam a vida em seu solo, desperta no homem a busca pelo pioneirismo em coloniza-lo ",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/custo-e-risco-alto.jhtm
823,HOMONYM_VIAJEM_1,"Esta palavra refere-se à ação de viajar. Se pretende referir-se ao ato de viajar, deve utilizar a forma com ‘g’.",CONFUSED_WORDS,A viajem até lá terá duração de sete meses e o planeta será colonizado em 2023,1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/viver-no-planeta-vermelho-sera-possivel.jhtm
848,ASSISTIR_VER,Neste caso o verbo ‘assistir’ refere-se a ‘ver’.,CONFUSED_WORDS,"  E eles também tem total direito de podem assistir um teatro, um cinema uma música",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/meia-entrada-faca-de-dois-gumes.jhtm
953,SE_SI,Possível confusão de termos.,CONFUSED_WORDS,"Por não conhecer a se próprio, estudantes tem dificuldade de escolher em que área atuar",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/estudar-e-vantajoso.jhtm
966,PARONYM_DIVIDA_612,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS, Porém se usado erroneamente o afunda em dividas ,1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/desenvolvimento-consciente.jhtm
1014,PARONYM_NEGOCIO_221,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Uma dos pontos negativos de tudo isso e o mais importante foi a exposição da imagem da moça e de sua família, como ela falou em entrevista para o pânico na TV, ela tratou tudo como um negocio mais para muitos não é visto desta forma, e provável que ela sofra algum preconceito por este fato, por está razão eu não faria um leilão de minha virgindade, e por ser muito pessoal e envolver sentimentos não teria coragem de ter esta intimidade com uma pessoa que não conheço",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/virgindade-qual-seu-valor.jhtm
1095,PARONYM_CONFERENCIA_67,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"A Conferencia das nações unidas sobre o desenvolvimento sustentável a rio+20 mostrou ao mundo que é possível a idéia do multilateralismo, estando todos os países em prol de uma economia verde e da erradicação da miséria",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/mulitelateralismo-multilateralismo-em-prol-do-desenvolvimento-sustentavel.jhtm
1105,PARONYM_INDICIO_165,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,Um dos resultados do encontro foi: ?o futuro que queremos? é um documento que é apenas um indicio de que tem alguém preocupado com a situação,1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/agora-e-depois-tambem.jhtm
1110,PARONYM_POLEMICA_520,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Se criou uma polemica tão grande com o aborto, pelo fato de se estar matando uma pessoa, que esquecem de ver questões como se o individuo sofrera ou sofre, se irá viver bem ou mal e se terá tempo de poder apreciar a vida",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/aprovado.jhtm
1119,PARONYM_DIAGNOSTICO_412,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Em São Paulo ocorreu um caso em que o médico Thomas Gollop, especialista em medicina fetal, fez seu diagnostico errado, disse que a menina Marcela de Jesus era anencéfala quando na verdade sofria de merocronia e sobreviveu por 1 ano e 8 meses",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/a-legalizacao-e-suas-contrariedades.jhtm
1178,PARONYM_POTENCIA_245,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Dessa maneira se faz necesario , além de profundas tranformacoes no modelo economico atual - o que na pratica seria dificil devido a influencia exercida por grandes potencias economicas -, trasformacoes praticas e ideologicas no que diz respeito a posicao da sociedade perante os padroes de consumo impostos por uma minoria dominante sem menor preocupacao com o bem comum",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/o-monopolio-da-destruicao-monopolio-da-destruicao.jhtm
1203,DOSE_DOZE,doze é um número. Porção de comida escreve-se “a dose”,CONFUSED_WORDS," Segundo a constituição brasileira, praticar ato de abuso, maus-tratos, ferir ou mutilar animais, sejam eles silvestres, domésticos ou domesticados, nativos ou exóticos é um crime e a pena é a detenção, que pode variar de três a doze meses, além do pagamento de uma multa",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ferocidade-insana.jhtm
1254,VEM_BEM,"A forma ‘bem’ é, provavelmente, um advérbio e, portanto, deve escrever-se com ‘b’.",CONFUSED_WORDS," Essas crianças estão implorando por ajuda, essa explosão da criminalidade infantil deixa isso muito claro, não temos mais o controle dessa situação, é hora de haver mudanças, começando pelos nossos governantes, que olhem mais para a educação que está cada dia mais precária, falta investimentos nas escolas uma boa qualidade de estudo, escolas bem estruturadas, projetos bem elaborados que as mantivessem na escola, estrutura para as famílias que na maioria das vezes é a raiz do problema, todo o reflexo em que essas crianças se tornaram vem do que elas vivem em casa, da falta de estrutura familiar, da violência que sofrem, não só violência física mais também a violência mental que as agride muito mais, e causa consequências pelo resto da vida",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/como-resolver-o-problema-da-criminalidade-infantil-em-nossa-sociedade.jhtm
1288,PARONYM_PLASTICO_519,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"As crianças não estão mais satisfeitos com brinquedos de plastico , mal crescem e já sonham em ter um carro, os adolescentes começam a trabalhar e querem se tornar independentes",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/conscientizar-e-reduzir.jhtm
1292,PARONYM_TRAGEDIA_334,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"As pessoas de hoje estao mais estressadas, cheias de problemas, e isso leva a atos violentos e por qualquer coisa sem motivo serio pode acabar em tragedia, como tem acontecido muito",0.0,http://educacao.uol.com.br/bancoderedacoes/redacao/sem-titulo-003.jhtm
1327,PARONYM_PRONUNCIA_262,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"O acordo ortográfico que ocorreu entre os países que adotam a língua portuguesa, veio com o objetivo de unificar não só a pronuncia, mas também a escrita para uma melhor compreensão e entendimento",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/um-padrao-para-o-portugues.jhtm
1372,CRIAR_QUERER,Substitua por “quis”.,CONFUSED_WORDS," Pois se ela não for útil para próxima geração, então devera ter sua existência assegurada enquanto a geração que a criou existir",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/relacoes-integeracionais.jhtm
1437,PARONYM_SERVIA_562,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"  Em Esparta - cidade de potência militar da Grécia antiga - por exemplo, a mulher era importante na procriação de guerreiros, e se por acaso todos os filhos de certa mulher fossem meninas, esta de nada servia para a sociedade",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/o-papel-da-mulher-na-sociedade-igualou-os-sexos.jhtm
1450,CENSO_SENSO,Possível confusão de termos. Um censo é uma recolha de dados.,CONFUSED_WORDS," O bom censo passa a ser indispensável a cada indivíduo, seja um milionário ou o mais pobre, e isso se reflete com mudanças de hábito como “vá de bicicleta ao invés de carro”",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/um-futuro-incerto.jhtm
1499,PARONYM_PRESTIGIO_258,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,A imagem do político perdeu gradualmente seu prestigio e o respeito do povo brasileiro,2.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u788.jhtm
1527,PARONYM_MALEFICIO_197,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,Só resta a família aconselhar cuidadosamente essas crianças os seus inúmeros maleficios,1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u750.jhtm
1585,PARONYM_RESIDENCIA_289,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"A imprensa de um modo geral tem um papel muito importante na vida dos brasileiros, a informação do que aconteceu no pais e também no mundo chega nas residencias através dessa empresa seja ela escrita ou falada",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u667.jhtm
1597,PARONYM_CALUNIA_47,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," A defamação e as calunias não fazem parte do jonalismo , os meios de comunicação devem possuir responsabilidade ao divulgar determinadas noticias , mostrar fatos reais, tem um dever com a sociedade e cabe a ela a responsabilidade de divulgar as informações",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u680.jhtm
1698,PARONYM_MALICIA_198,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," Entre amigos, que não estão acostumas a esse tipo de afeto, e a pessoas que assistem a situação, que mais que os amigos, não estão acostumados e levam para a malicia e o preconceito",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u552.jhtm
1712,PARONYM_DISTANCIA_95,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Mas é claro que existem suas desvantagens, pois fazendo cursos de longa distancia você não tem contato físico com as pessoas que talvez possa te ajudar em algo que você esteja com dúvida",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u526.jhtm
1832,CONFUSÃO_DOS_DOIS,Possível confusão de termos.,CONFUSED_WORDS,"A grande resposta para a legalização ou não do aborto está citado claramente em dos livros Pentateuco da Bíblia ""Ponho diante de ti a vida e a morte, a bênção e a maldição",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u408.jhtm
1922,QUE_QUÊ,Substitua por “quê”.,CONFUSED_WORDS," Educar, ensinar, instruir, orientar, informar, pra que? Quanto menos informado melhor; fica mais fácil engana e enrolar",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u329.jhtm
1971,CONFUSÃO_TER_ESTAR,Possível confusão de termos.,CONFUSED_WORDS," Assim o consumo destas últimas (que  continuaram ilegais) aumentaria bastante, podendo até compensar a perda que os traficantes tiveram com a maconha",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u272.jhtm
1996,PARONYM_MUSICA_498_bis,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," Esses jovens não permitem que seus pais e também os avós, joguem vídeo game,caminhem escutando um mp4, pior ainda se for rock, já que rock é musica de gente jovem e não de ""velho""",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u261.jhtm
2011,PARONYM_DIFERENCIA_90,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," É o que, moralmente, a diferencia da cidade",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u240.jhtm
2013,PARONYM_MUSICO_499,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," Conhecemos muitas personalidades que dali saíram, como o pagodeiro Zeca Pagodinho, o musico Marcelo D2, esportistas e vários atores",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u238.jhtm
2036,PARONYM_CLINICA_391,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"Outro dilema enfrentado nessas ocasiões são as chamadas clinicas de aborto clandestino, muitas optam em abortar a criança e se recorrem a esse tipo de procedimento, onde pessoas sem nenhum tipo de preparo, seja ele técnico, ou mesmo pela falta de instalações adequadas, efetuam milhares de abortos todos os anos colocando inclusive a vida das gestantes em risco",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u214.jhtm
2039,PARONYM_MUSICA_498,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS,"No Brasil, pais aonde os meios de comunicação vem a cada dia fortemente ligada a sexualidade(nas musicas,na mídia,internet), junto com isso, vem em conta-partida os meios de prevenção sexual(contraceptivos,em geral),não adianta informar e ao mesmo tempo estimular,a virgindade para os jovens atualmente se tornou fora de moda",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u217.jhtm
2107,PARONYM_ANIVERSARIA_18,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS," Não há o que contestar que certos cães vivem melhor do que crianças que pedem esmolas nos sinais de transito das cidades brasileiras, lembrei o caso de Leona com o da socialite Loyola no qual comemorou o aniversario de sua cadela onde foi criticada pela mídia",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u141.jhtm
2143,PARONYM_CALCULO_606,"Esta palavra é um verbo. Se pretende referir-se a um nome ou adjetivo, deve utilizar a forma acentuada.",CONFUSED_WORDS, Alunos que são aprovados automaticamente sem nem ao menos saber como fazer um simples calculo matemático,1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u105.jhtm
